email,first_name,last_name,dept_code,admission_year,current_semester,username,password
naveen.tripathi1775215003256@college.edu,Naveen,Tripathi,03,2025,3,naveen.tripathi1775215003256,edutrack@123
bhargav.singh1775215003257@college.edu,Bhargav,Singh,04,2026,5,bhargav.singh1775215003257,edutrack@123
satish.seth1775215003258@college.edu,Satish,Seth,04,2024,1,satish.seth1775215003258,edutrack@123
vamsi.seth1775215003259@college.edu,Vamsi,Seth,01,2025,3,vamsi.seth1775215003259,edutrack@123
vamsi.kulkarni1775215003260@college.edu,Vamsi,Kulkarni,02,2026,5,vamsi.kulkarni1775215003260,edutrack@123
aditya.tripathi1775215003261@college.edu,Aditya,Tripathi,01,2024,1,aditya.tripathi1775215003261,edutrack@123
tarun.patel1775215003262@college.edu,Tarun,Patel,01,2025,3,tarun.patel1775215003262,edutrack@123
dev.malhotra1775215003263@college.edu,Dev,Malhotra,04,2026,5,dev.malhotra1775215003263,edutrack@123
varun.malhotra1775215003264@college.edu,Varun,Malhotra,02,2024,1,varun.malhotra1775215003264,edutrack@123
madhav.menon1775215003265@college.edu,Madhav,Menon,05,2025,3,madhav.menon1775215003265,edutrack@123
naveen.rao1775215003266@college.edu,Naveen,Rao,03,2026,5,naveen.rao1775215003266,edutrack@123
manoj.pandey1775215003267@college.edu,Manoj,Pandey,02,2024,1,manoj.pandey1775215003267,edutrack@123
varun.bose1775215003268@college.edu,Varun,Bose,02,2025,3,varun.bose1775215003268,edutrack@123
pavan.das1775215003269@college.edu,Pavan,Das,01,2026,5,pavan.das1775215003269,edutrack@123
uday.jain1775215003270@college.edu,Uday,Jain,01,2024,1,uday.jain1775215003270,edutrack@123
rahul.menon1775215003271@college.edu,Rahul,Menon,01,2025,3,rahul.menon1775215003271,edutrack@123
madhav.dubey1775215003272@college.edu,Madhav,Dubey,03,2026,5,madhav.dubey1775215003272,edutrack@123
naresh.paul1775215003273@college.edu,Naresh,Paul,04,2024,1,naresh.paul1775215003273,edutrack@123
arjun.sen1775215003274@college.edu,Arjun,Sen,03,2025,3,arjun.sen1775215003274,edutrack@123
darshan.malhotra1775215003275@college.edu,Darshan,Malhotra,03,2026,5,darshan.malhotra1775215003275,edutrack@123
rahul.kaul1775215003276@college.edu,Rahul,Kaul,04,2024,1,rahul.kaul1775215003276,edutrack@123
vinay.yadav1775215003277@college.edu,Vinay,Yadav,03,2025,3,vinay.yadav1775215003277,edutrack@123
arjun.yadav1775215003278@college.edu,Arjun,Yadav,05,2026,5,arjun.yadav1775215003278,edutrack@123
arvind.dutta1775215003279@college.edu,Arvind,Dutta,03,2024,1,arvind.dutta1775215003279,edutrack@123
vamsi.mehta1775215003280@college.edu,Vamsi,Mehta,04,2025,3,vamsi.mehta1775215003280,edutrack@123
rahul.mehta1775215003281@college.edu,Rahul,Mehta,05,2026,5,rahul.mehta1775215003281,edutrack@123
harsha.malhotra1775215003282@college.edu,Harsha,Malhotra,03,2024,1,harsha.malhotra1775215003282,edutrack@123
ritvik.verma1775215003283@college.edu,Ritvik,Verma,05,2025,3,ritvik.verma1775215003283,edutrack@123
dinesh.kohli1775215003284@college.edu,Dinesh,Kohli,03,2026,5,dinesh.kohli1775215003284,edutrack@123
aarav.pillai1775215003285@college.edu,Aarav,Pillai,01,2024,1,aarav.pillai1775215003285,edutrack@123
tarun.mishra1775215003286@college.edu,Tarun,Mishra,01,2025,3,tarun.mishra1775215003286,edutrack@123
yash.sen1775215003287@college.edu,Yash,Sen,05,2026,5,yash.sen1775215003287,edutrack@123
shashank.das1775215003288@college.edu,Shashank,Das,05,2024,1,shashank.das1775215003288,edutrack@123
dinesh.chauhan1775215003289@college.edu,Dinesh,Chauhan,04,2025,3,dinesh.chauhan1775215003289,edutrack@123
sai.bansal1775215003290@college.edu,Sai,Bansal,05,2026,5,sai.bansal1775215003290,edutrack@123
kiran.chatterjee1775215003291@college.edu,Kiran,Chatterjee,01,2024,1,kiran.chatterjee1775215003291,edutrack@123
karthik.shetty1775215003292@college.edu,Karthik,Shetty,02,2025,3,karthik.shetty1775215003292,edutrack@123
dev.thakur1775215003293@college.edu,Dev,Thakur,05,2026,5,dev.thakur1775215003293,edutrack@123
abhinav.nair1775215003294@college.edu,Abhinav,Nair,03,2024,1,abhinav.nair1775215003294,edutrack@123
surya.banerjee1775215003295@college.edu,Surya,Banerjee,04,2025,3,surya.banerjee1775215003295,edutrack@123
tejas.das1775215003296@college.edu,Tejas,Das,02,2026,5,tejas.das1775215003296,edutrack@123
lokesh.kumar1775215003297@college.edu,Lokesh,Kumar,04,2024,1,lokesh.kumar1775215003297,edutrack@123
madhav.kohli1775215003298@college.edu,Madhav,Kohli,04,2025,3,madhav.kohli1775215003298,edutrack@123
arjun.nair1775215003299@college.edu,Arjun,Nair,01,2026,5,arjun.nair1775215003299,edutrack@123
ravi.patel1775215003300@college.edu,Ravi,Patel,04,2024,1,ravi.patel1775215003300,edutrack@123
ritvik.jain1775215003301@college.edu,Ritvik,Jain,01,2025,3,ritvik.jain1775215003301,edutrack@123
vinay.mishra1775215003302@college.edu,Vinay,Mishra,03,2026,5,vinay.mishra1775215003302,edutrack@123
mahesh.sen1775215003303@college.edu,Mahesh,Sen,03,2024,1,mahesh.sen1775215003303,edutrack@123
darshan.banerjee1775215003304@college.edu,Darshan,Banerjee,05,2025,3,darshan.banerjee1775215003304,edutrack@123
shashank.paul1775215003305@college.edu,Shashank,Paul,05,2026,5,shashank.paul1775215003305,edutrack@123
naresh.chatterjee1775215003306@college.edu,Naresh,Chatterjee,05,2024,1,naresh.chatterjee1775215003306,edutrack@123
arjun.chauhan1775215003307@college.edu,Arjun,Chauhan,02,2025,3,arjun.chauhan1775215003307,edutrack@123
aryan.saini1775215003308@college.edu,Aryan,Saini,02,2026,5,aryan.saini1775215003308,edutrack@123
manoj.banerjee1775215003309@college.edu,Manoj,Banerjee,02,2024,1,manoj.banerjee1775215003309,edutrack@123
naresh.bansal1775215003310@college.edu,Naresh,Bansal,04,2025,3,naresh.bansal1775215003310,edutrack@123
gokul.iyer1775215003311@college.edu,Gokul,Iyer,05,2026,5,gokul.iyer1775215003311,edutrack@123
madhav.singh1775215003312@college.edu,Madhav,Singh,05,2024,1,madhav.singh1775215003312,edutrack@123
madhav.joshi1775215003313@college.edu,Madhav,Joshi,02,2025,3,madhav.joshi1775215003313,edutrack@123
naresh.naidu1775215003314@college.edu,Naresh,Naidu,04,2026,5,naresh.naidu1775215003314,edutrack@123
surya.roy1775215003315@college.edu,Surya,Roy,02,2024,1,surya.roy1775215003315,edutrack@123
vamsi.singh1775215003316@college.edu,Vamsi,Singh,03,2025,3,vamsi.singh1775215003316,edutrack@123
manoj.kulkarni1775215003317@college.edu,Manoj,Kulkarni,02,2026,5,manoj.kulkarni1775215003317,edutrack@123
madhav.seth1775215003318@college.edu,Madhav,Seth,02,2024,1,madhav.seth1775215003318,edutrack@123
karthik.gupta1775215003319@college.edu,Karthik,Gupta,02,2025,3,karthik.gupta1775215003319,edutrack@123
dev.agarwal1775215003320@college.edu,Dev,Agarwal,02,2026,5,dev.agarwal1775215003320,edutrack@123
aryan.mehta1775215003321@college.edu,Aryan,Mehta,04,2024,1,aryan.mehta1775215003321,edutrack@123
nikhil.rawat1775215003322@college.edu,Nikhil,Rawat,02,2025,3,nikhil.rawat1775215003322,edutrack@123
surya.singh1775215003323@college.edu,Surya,Singh,02,2026,5,surya.singh1775215003323,edutrack@123
harsha.pillai1775215003324@college.edu,Harsha,Pillai,04,2024,1,harsha.pillai1775215003324,edutrack@123
madhav.mishra1775215003325@college.edu,Madhav,Mishra,04,2025,3,madhav.mishra1775215003325,edutrack@123
chaitanya.patel1775215003326@college.edu,Chaitanya,Patel,05,2026,5,chaitanya.patel1775215003326,edutrack@123
deepak.jain1775215003327@college.edu,Deepak,Jain,02,2024,1,deepak.jain1775215003327,edutrack@123
gokul.pillai1775215003328@college.edu,Gokul,Pillai,02,2025,3,gokul.pillai1775215003328,edutrack@123
gokul.menon1775215003329@college.edu,Gokul,Menon,01,2026,5,gokul.menon1775215003329,edutrack@123
gokul.rao1775215003330@college.edu,Gokul,Rao,05,2024,1,gokul.rao1775215003330,edutrack@123
vihaan.das1775215003331@college.edu,Vihaan,Das,05,2025,3,vihaan.das1775215003331,edutrack@123
ravi.ghosh1775215003332@college.edu,Ravi,Ghosh,01,2026,5,ravi.ghosh1775215003332,edutrack@123
vamsi.jain1775215003333@college.edu,Vamsi,Jain,04,2024,1,vamsi.jain1775215003333,edutrack@123
tejas.chauhan1775215003334@college.edu,Tejas,Chauhan,05,2025,3,tejas.chauhan1775215003334,edutrack@123
pavan.saini1775215003335@college.edu,Pavan,Saini,05,2026,5,pavan.saini1775215003335,edutrack@123
nikhil.iyer1775215003336@college.edu,Nikhil,Iyer,04,2024,1,nikhil.iyer1775215003336,edutrack@123
deepak.verma1775215003337@college.edu,Deepak,Verma,04,2025,3,deepak.verma1775215003337,edutrack@123
surya.kapoor1775215003338@college.edu,Surya,Kapoor,05,2026,5,surya.kapoor1775215003338,edutrack@123
dinesh.sen1775215003339@college.edu,Dinesh,Sen,03,2024,1,dinesh.sen1775215003339,edutrack@123
ajay.shetty1775215003340@college.edu,Ajay,Shetty,04,2025,3,ajay.shetty1775215003340,edutrack@123
naresh.pillai1775215003341@college.edu,Naresh,Pillai,05,2026,5,naresh.pillai1775215003341,edutrack@123
aarav.saini1775215003342@college.edu,Aarav,Saini,04,2024,1,aarav.saini1775215003342,edutrack@123
naresh.nair1775215003343@college.edu,Naresh,Nair,04,2025,3,naresh.nair1775215003343,edutrack@123
krishna.pillai1775215003344@college.edu,Krishna,Pillai,02,2026,5,krishna.pillai1775215003344,edutrack@123
aditya.bose1775215003345@college.edu,Aditya,Bose,02,2024,1,aditya.bose1775215003345,edutrack@123
aditya.shetty1775215003346@college.edu,Aditya,Shetty,04,2025,3,aditya.shetty1775215003346,edutrack@123
ajay.mishra1775215003347@college.edu,Ajay,Mishra,04,2026,5,ajay.mishra1775215003347,edutrack@123
vihaan.mishra1775215003348@college.edu,Vihaan,Mishra,05,2024,1,vihaan.mishra1775215003348,edutrack@123
yash.bansal1775215003349@college.edu,Yash,Bansal,05,2025,3,yash.bansal1775215003349,edutrack@123
rakesh.kulkarni1775215003350@college.edu,Rakesh,Kulkarni,02,2026,5,rakesh.kulkarni1775215003350,edutrack@123
yash.mishra1775215003351@college.edu,Yash,Mishra,02,2024,1,yash.mishra1775215003351,edutrack@123
varun.saxena1775215003352@college.edu,Varun,Saxena,01,2025,3,varun.saxena1775215003352,edutrack@123
dinesh.naidu1775215003353@college.edu,Dinesh,Naidu,04,2026,5,dinesh.naidu1775215003353,edutrack@123
vivek.ghosh1775215003354@college.edu,Vivek,Ghosh,05,2024,1,vivek.ghosh1775215003354,edutrack@123
rakesh.menon1775215003355@college.edu,Rakesh,Menon,02,2025,3,rakesh.menon1775215003355,edutrack@123
ajay.saini1775215003356@college.edu,Ajay,Saini,04,2026,5,ajay.saini1775215003356,edutrack@123
lokesh.lal1775215003357@college.edu,Lokesh,Lal,05,2024,1,lokesh.lal1775215003357,edutrack@123
dinesh.kohli1775215003358@college.edu,Dinesh,Kohli,02,2025,3,dinesh.kohli1775215003358,edutrack@123
chaitanya.kumar1775215003359@college.edu,Chaitanya,Kumar,05,2026,5,chaitanya.kumar1775215003359,edutrack@123
pranav.suri1775215003360@college.edu,Pranav,Suri,04,2024,1,pranav.suri1775215003360,edutrack@123
chaitanya.singh1775215003361@college.edu,Chaitanya,Singh,03,2025,3,chaitanya.singh1775215003361,edutrack@123
dinesh.banerjee1775215003362@college.edu,Dinesh,Banerjee,03,2026,5,dinesh.banerjee1775215003362,edutrack@123
arjun.menon1775215003363@college.edu,Arjun,Menon,03,2024,1,arjun.menon1775215003363,edutrack@123
manoj.mehta1775215003364@college.edu,Manoj,Mehta,02,2025,3,manoj.mehta1775215003364,edutrack@123
deepak.pillai1775215003365@college.edu,Deepak,Pillai,04,2026,5,deepak.pillai1775215003365,edutrack@123
praveen.kohli1775215003366@college.edu,Praveen,Kohli,01,2024,1,praveen.kohli1775215003366,edutrack@123
uday.sharma1775215003367@college.edu,Uday,Sharma,03,2025,3,uday.sharma1775215003367,edutrack@123
madhav.singh1775215003368@college.edu,Madhav,Singh,05,2026,5,madhav.singh1775215003368,edutrack@123
nikhil.agarwal1775215003369@college.edu,Nikhil,Agarwal,01,2024,1,nikhil.agarwal1775215003369,edutrack@123
lokesh.naidu1775215003370@college.edu,Lokesh,Naidu,01,2025,3,lokesh.naidu1775215003370,edutrack@123
aarav.bansal1775215003371@college.edu,Aarav,Bansal,02,2026,5,aarav.bansal1775215003371,edutrack@123
rakesh.yadav1775215003372@college.edu,Rakesh,Yadav,02,2024,1,rakesh.yadav1775215003372,edutrack@123
lokesh.bhat1775215003373@college.edu,Lokesh,Bhat,01,2025,3,lokesh.bhat1775215003373,edutrack@123
bhargav.saini1775215003374@college.edu,Bhargav,Saini,02,2026,5,bhargav.saini1775215003374,edutrack@123
deepak.gupta1775215003375@college.edu,Deepak,Gupta,03,2024,1,deepak.gupta1775215003375,edutrack@123
harsha.tripathi1775215003376@college.edu,Harsha,Tripathi,01,2025,3,harsha.tripathi1775215003376,edutrack@123
praveen.singh1775215003377@college.edu,Praveen,Singh,02,2026,5,praveen.singh1775215003377,edutrack@123
ravi.saxena1775215003378@college.edu,Ravi,Saxena,04,2024,1,ravi.saxena1775215003378,edutrack@123
lokesh.banerjee1775215003379@college.edu,Lokesh,Banerjee,01,2025,3,lokesh.banerjee1775215003379,edutrack@123
satish.reddy1775215003380@college.edu,Satish,Reddy,02,2026,5,satish.reddy1775215003380,edutrack@123
lokesh.tripathi1775215003381@college.edu,Lokesh,Tripathi,05,2024,1,lokesh.tripathi1775215003381,edutrack@123
yash.patel1775215003382@college.edu,Yash,Patel,03,2025,3,yash.patel1775215003382,edutrack@123
yash.rao1775215003383@college.edu,Yash,Rao,04,2026,5,yash.rao1775215003383,edutrack@123
vamsi.bhat1775215003384@college.edu,Vamsi,Bhat,01,2024,1,vamsi.bhat1775215003384,edutrack@123
tarun.kaul1775215003385@college.edu,Tarun,Kaul,01,2025,3,tarun.kaul1775215003385,edutrack@123
gokul.roy1775215003386@college.edu,Gokul,Roy,02,2026,5,gokul.roy1775215003386,edutrack@123
rahul.nair1775215003387@college.edu,Rahul,Nair,04,2024,1,rahul.nair1775215003387,edutrack@123
ajay.iyer1775215003388@college.edu,Ajay,Iyer,02,2025,3,ajay.iyer1775215003388,edutrack@123
gokul.kumar1775215003389@college.edu,Gokul,Kumar,02,2026,5,gokul.kumar1775215003389,edutrack@123
tarun.iyer1775215003390@college.edu,Tarun,Iyer,04,2024,1,tarun.iyer1775215003390,edutrack@123
varun.kohli1775215003391@college.edu,Varun,Kohli,01,2025,3,varun.kohli1775215003391,edutrack@123
arjun.kapoor1775215003392@college.edu,Arjun,Kapoor,04,2026,5,arjun.kapoor1775215003392,edutrack@123
harsha.seth1775215003393@college.edu,Harsha,Seth,05,2024,1,harsha.seth1775215003393,edutrack@123
abhinav.gupta1775215003394@college.edu,Abhinav,Gupta,03,2025,3,abhinav.gupta1775215003394,edutrack@123
nikhil.agarwal1775215003395@college.edu,Nikhil,Agarwal,02,2026,5,nikhil.agarwal1775215003395,edutrack@123
raghu.bose1775215003396@college.edu,Raghu,Bose,01,2024,1,raghu.bose1775215003396,edutrack@123
chaitanya.joshi1775215003397@college.edu,Chaitanya,Joshi,03,2025,3,chaitanya.joshi1775215003397,edutrack@123
vivek.reddy1775215003398@college.edu,Vivek,Reddy,02,2026,5,vivek.reddy1775215003398,edutrack@123
kiran.nair1775215003399@college.edu,Kiran,Nair,04,2024,1,kiran.nair1775215003399,edutrack@123
harsha.mehta1775215003400@college.edu,Harsha,Mehta,04,2025,3,harsha.mehta1775215003400,edutrack@123
tejas.bhat1775215003401@college.edu,Tejas,Bhat,01,2026,5,tejas.bhat1775215003401,edutrack@123
rohan.bhat1775215003402@college.edu,Rohan,Bhat,02,2024,1,rohan.bhat1775215003402,edutrack@123
kiran.tripathi1775215003403@college.edu,Kiran,Tripathi,05,2025,3,kiran.tripathi1775215003403,edutrack@123
dev.das1775215003404@college.edu,Dev,Das,04,2026,5,dev.das1775215003404,edutrack@123
pavan.nag1775215003405@college.edu,Pavan,Nag,03,2024,1,pavan.nag1775215003405,edutrack@123
karthik.malhotra1775215003406@college.edu,Karthik,Malhotra,03,2025,3,karthik.malhotra1775215003406,edutrack@123
rakesh.das1775215003407@college.edu,Rakesh,Das,04,2026,5,rakesh.das1775215003407,edutrack@123
kiran.iyer1775215003408@college.edu,Kiran,Iyer,05,2024,1,kiran.iyer1775215003408,edutrack@123
siddharth.dutta1775215003409@college.edu,Siddharth,Dutta,05,2025,3,siddharth.dutta1775215003409,edutrack@123
lokesh.kohli1775215003410@college.edu,Lokesh,Kohli,05,2026,5,lokesh.kohli1775215003410,edutrack@123
aarav.agarwal1775215003411@college.edu,Aarav,Agarwal,04,2024,1,aarav.agarwal1775215003411,edutrack@123
naveen.jain1775215003412@college.edu,Naveen,Jain,05,2025,3,naveen.jain1775215003412,edutrack@123
rakesh.kulkarni1775215003413@college.edu,Rakesh,Kulkarni,04,2026,5,rakesh.kulkarni1775215003413,edutrack@123
aryan.sharma1775215003414@college.edu,Aryan,Sharma,05,2024,1,aryan.sharma1775215003414,edutrack@123
gokul.paul1775215003415@college.edu,Gokul,Paul,01,2025,3,gokul.paul1775215003415,edutrack@123
raghu.kapoor1775215003416@college.edu,Raghu,Kapoor,02,2026,5,raghu.kapoor1775215003416,edutrack@123
mahesh.pillai1775215003417@college.edu,Mahesh,Pillai,05,2024,1,mahesh.pillai1775215003417,edutrack@123
raghu.ghosh1775215003418@college.edu,Raghu,Ghosh,04,2025,3,raghu.ghosh1775215003418,edutrack@123
uday.singh1775215003419@college.edu,Uday,Singh,05,2026,5,uday.singh1775215003419,edutrack@123
rakesh.bhat1775215003420@college.edu,Rakesh,Bhat,03,2024,1,rakesh.bhat1775215003420,edutrack@123
deepak.thakur1775215003421@college.edu,Deepak,Thakur,04,2025,3,deepak.thakur1775215003421,edutrack@123
arjun.thakur1775215003422@college.edu,Arjun,Thakur,04,2026,5,arjun.thakur1775215003422,edutrack@123
darshan.chauhan1775215003423@college.edu,Darshan,Chauhan,03,2024,1,darshan.chauhan1775215003423,edutrack@123
vinay.bose1775215003424@college.edu,Vinay,Bose,01,2025,3,vinay.bose1775215003424,edutrack@123
aarav.verma1775215003425@college.edu,Aarav,Verma,05,2026,5,aarav.verma1775215003425,edutrack@123
tarun.pandey1775215003426@college.edu,Tarun,Pandey,01,2024,1,tarun.pandey1775215003426,edutrack@123
sandeep.saini1775215003427@college.edu,Sandeep,Saini,05,2025,3,sandeep.saini1775215003427,edutrack@123
ravi.mehta1775215003428@college.edu,Ravi,Mehta,05,2026,5,ravi.mehta1775215003428,edutrack@123
dev.banerjee1775215003429@college.edu,Dev,Banerjee,04,2024,1,dev.banerjee1775215003429,edutrack@123
arvind.suri1775215003430@college.edu,Arvind,Suri,04,2025,3,arvind.suri1775215003430,edutrack@123
aditya.seth1775215003431@college.edu,Aditya,Seth,05,2026,5,aditya.seth1775215003431,edutrack@123
uday.nag1775215003432@college.edu,Uday,Nag,05,2024,1,uday.nag1775215003432,edutrack@123
aryan.singh1775215003433@college.edu,Aryan,Singh,03,2025,3,aryan.singh1775215003433,edutrack@123
harsha.suri1775215003434@college.edu,Harsha,Suri,03,2026,5,harsha.suri1775215003434,edutrack@123
ritvik.chauhan1775215003435@college.edu,Ritvik,Chauhan,05,2024,1,ritvik.chauhan1775215003435,edutrack@123
dinesh.yadav1775215003436@college.edu,Dinesh,Yadav,04,2025,3,dinesh.yadav1775215003436,edutrack@123
satish.sen1775215003437@college.edu,Satish,Sen,05,2026,5,satish.sen1775215003437,edutrack@123
arjun.kulkarni1775215003438@college.edu,Arjun,Kulkarni,05,2024,1,arjun.kulkarni1775215003438,edutrack@123
lokesh.bhat1775215003439@college.edu,Lokesh,Bhat,01,2025,3,lokesh.bhat1775215003439,edutrack@123
aryan.bhat1775215003440@college.edu,Aryan,Bhat,02,2026,5,aryan.bhat1775215003440,edutrack@123
uday.kaul1775215003441@college.edu,Uday,Kaul,04,2024,1,uday.kaul1775215003441,edutrack@123
surya.roy1775215003442@college.edu,Surya,Roy,02,2025,3,surya.roy1775215003442,edutrack@123
naresh.joshi1775215003443@college.edu,Naresh,Joshi,01,2026,5,naresh.joshi1775215003443,edutrack@123
dinesh.paul1775215003444@college.edu,Dinesh,Paul,02,2024,1,dinesh.paul1775215003444,edutrack@123
krishna.reddy1775215003445@college.edu,Krishna,Reddy,04,2025,3,krishna.reddy1775215003445,edutrack@123
ajay.kumar1775215003446@college.edu,Ajay,Kumar,04,2026,5,ajay.kumar1775215003446,edutrack@123
aditya.jain1775215003447@college.edu,Aditya,Jain,03,2024,1,aditya.jain1775215003447,edutrack@123
tarun.saini1775215003448@college.edu,Tarun,Saini,05,2025,3,tarun.saini1775215003448,edutrack@123
harsha.ghosh1775215003449@college.edu,Harsha,Ghosh,04,2026,5,harsha.ghosh1775215003449,edutrack@123
naveen.menon1775215003450@college.edu,Naveen,Menon,03,2024,1,naveen.menon1775215003450,edutrack@123
varun.bansal1775215003451@college.edu,Varun,Bansal,05,2025,3,varun.bansal1775215003451,edutrack@123
sandeep.saxena1775215003452@college.edu,Sandeep,Saxena,02,2026,5,sandeep.saxena1775215003452,edutrack@123
manoj.lal1775215003453@college.edu,Manoj,Lal,04,2024,1,manoj.lal1775215003453,edutrack@123
surya.shetty1775215003454@college.edu,Surya,Shetty,05,2025,3,surya.shetty1775215003454,edutrack@123
mahesh.kaul1775215003455@college.edu,Mahesh,Kaul,05,2026,5,mahesh.kaul1775215003455,edutrack@123
arvind.dutta1775215003456@college.edu,Arvind,Dutta,03,2024,1,arvind.dutta1775215003456,edutrack@123
ajay.pandey1775215003457@college.edu,Ajay,Pandey,01,2025,3,ajay.pandey1775215003457,edutrack@123
lokesh.saini1775215003458@college.edu,Lokesh,Saini,05,2026,5,lokesh.saini1775215003458,edutrack@123
vinay.seth1775215003459@college.edu,Vinay,Seth,05,2024,1,vinay.seth1775215003459,edutrack@123
madhav.patel1775215003460@college.edu,Madhav,Patel,05,2025,3,madhav.patel1775215003460,edutrack@123
pavan.suri1775215003461@college.edu,Pavan,Suri,02,2026,5,pavan.suri1775215003461,edutrack@123
anil.yadav1775215003462@college.edu,Anil,Yadav,04,2024,1,anil.yadav1775215003462,edutrack@123
naresh.chatterjee1775215003463@college.edu,Naresh,Chatterjee,03,2025,3,naresh.chatterjee1775215003463,edutrack@123
kiran.rawat1775215003464@college.edu,Kiran,Rawat,03,2026,5,kiran.rawat1775215003464,edutrack@123
dinesh.sen1775215003465@college.edu,Dinesh,Sen,02,2024,1,dinesh.sen1775215003465,edutrack@123
uday.joshi1775215003466@college.edu,Uday,Joshi,05,2025,3,uday.joshi1775215003466,edutrack@123
uday.sharma1775215003467@college.edu,Uday,Sharma,05,2026,5,uday.sharma1775215003467,edutrack@123
satish.singh1775215003468@college.edu,Satish,Singh,04,2024,1,satish.singh1775215003468,edutrack@123
madhav.suri1775215003469@college.edu,Madhav,Suri,05,2025,3,madhav.suri1775215003469,edutrack@123
rahul.chatterjee1775215003470@college.edu,Rahul,Chatterjee,04,2026,5,rahul.chatterjee1775215003470,edutrack@123
aarav.kaul1775215003471@college.edu,Aarav,Kaul,02,2024,1,aarav.kaul1775215003471,edutrack@123
madhav.saini1775215003472@college.edu,Madhav,Saini,05,2025,3,madhav.saini1775215003472,edutrack@123
tejas.das1775215003473@college.edu,Tejas,Das,05,2026,5,tejas.das1775215003473,edutrack@123
shashank.menon1775215003474@college.edu,Shashank,Menon,04,2024,1,shashank.menon1775215003474,edutrack@123
raghu.ghosh1775215003475@college.edu,Raghu,Ghosh,01,2025,3,raghu.ghosh1775215003475,edutrack@123
naresh.dutta1775215003476@college.edu,Naresh,Dutta,02,2026,5,naresh.dutta1775215003476,edutrack@123
siddharth.bansal1775215003477@college.edu,Siddharth,Bansal,05,2024,1,siddharth.bansal1775215003477,edutrack@123
pranav.paul1775215003478@college.edu,Pranav,Paul,05,2025,3,pranav.paul1775215003478,edutrack@123
rakesh.iyer1775215003479@college.edu,Rakesh,Iyer,04,2026,5,rakesh.iyer1775215003479,edutrack@123
siddharth.kumar1775215003480@college.edu,Siddharth,Kumar,04,2024,1,siddharth.kumar1775215003480,edutrack@123
aarav.bhat1775215003481@college.edu,Aarav,Bhat,04,2025,3,aarav.bhat1775215003481,edutrack@123
shashank.dubey1775215003482@college.edu,Shashank,Dubey,05,2026,5,shashank.dubey1775215003482,edutrack@123
tarun.patel1775215003483@college.edu,Tarun,Patel,03,2024,1,tarun.patel1775215003483,edutrack@123
sai.menon1775215003484@college.edu,Sai,Menon,05,2025,3,sai.menon1775215003484,edutrack@123
rakesh.malhotra1775215003485@college.edu,Rakesh,Malhotra,05,2026,5,rakesh.malhotra1775215003485,edutrack@123
kiran.pillai1775215003486@college.edu,Kiran,Pillai,04,2024,1,kiran.pillai1775215003486,edutrack@123
arjun.shetty1775215003487@college.edu,Arjun,Shetty,01,2025,3,arjun.shetty1775215003487,edutrack@123
yash.das1775215003488@college.edu,Yash,Das,01,2026,5,yash.das1775215003488,edutrack@123
pranav.ghosh1775215003489@college.edu,Pranav,Ghosh,05,2024,1,pranav.ghosh1775215003489,edutrack@123
arjun.pillai1775215003490@college.edu,Arjun,Pillai,05,2025,3,arjun.pillai1775215003490,edutrack@123
darshan.jain1775215003491@college.edu,Darshan,Jain,01,2026,5,darshan.jain1775215003491,edutrack@123
rakesh.dutta1775215003492@college.edu,Rakesh,Dutta,05,2024,1,rakesh.dutta1775215003492,edutrack@123
rahul.gupta1775215003493@college.edu,Rahul,Gupta,03,2025,3,rahul.gupta1775215003493,edutrack@123
shashank.naidu1775215003494@college.edu,Shashank,Naidu,04,2026,5,shashank.naidu1775215003494,edutrack@123
aarav.yadav1775215003495@college.edu,Aarav,Yadav,02,2024,1,aarav.yadav1775215003495,edutrack@123
satish.nag1775215003496@college.edu,Satish,Nag,03,2025,3,satish.nag1775215003496,edutrack@123
tejas.seth1775215003497@college.edu,Tejas,Seth,03,2026,5,tejas.seth1775215003497,edutrack@123
pavan.kapoor1775215003498@college.edu,Pavan,Kapoor,03,2024,1,pavan.kapoor1775215003498,edutrack@123
aditya.pillai1775215003499@college.edu,Aditya,Pillai,03,2025,3,aditya.pillai1775215003499,edutrack@123
